Campaign_ID,Measurement_ID,Campaign_Title,TX_ID,RX_ID,TX_Latitude,TX_Longitude,RX_Latitude,RX_Longitude,TX_RX_Separation_Distance,Measurement_Number,Track,Step,Rotation_Number,AOD_Azimuth,AOD_Elevation,AOA_Azimuth,AOA_Elevation,TX_Height,RX_Height,Carrier_Frequency,TX_Antenna_Gain,TX_Antenna_Azimuth_HPBW,TX_Antenna_Elevation_HPBW,TX_Antenna_Polarization,RX_Antenna_Gain,RX_Antenna_Azimuth_HPBW,RX_Antenna_Elevation_HPBW,RX_Antenna_Polarization,Environment,Environment_Setting,TR_Separation,Pr,Total_PL,PL_wrt_Free_Space_Reference_Distance,Free_Space_Reference_Distance,PLE_wrt_Free_Space_Reference_Distance,TX_Power,PN_Chip_Rate,Noise_Threshold_Before_Processing,Number_of_Multipath_Component,Multipath_Time_Resolution,RMS_Delay_Spread,Maximum_Peak_Delay,Maximum_Excess_Delay_10dB_Down_from_Max_Peak,Maximum_Excess_Delay_20dB_Down_from_Max_Peak,Measurement_Date,Calibration_Folder,Raw_PDP_Filename
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,0,90.0,-5.0,270.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-41.42087235469123,91.92087235469124,16.427322245146726,1,1.1835899194765274,-3.5,500000000.0,-60.62793073704282,1,2,0.8531257486141829,3.5,5.0,5.4,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_0/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,1,90.0,-5.0,278.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-52.07903779188348,102.57903779188348,27.08548768233898,1,1.9515116162278536,-3.5,500000000.0,-60.59761839240655,1,2,0.625485318884374,1.3,2.6,2.6,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_1/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,2,90.0,-5.0,286.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.6969695095628,149.1969695095628,73.70341940001829,1,5.310337432419023,-3.5,500000000.0,-85.68666955292298,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_2/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,3,90.0,-5.0,294.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.70482327855092,149.20482327855092,73.71127316900642,1,5.310903297120861,-3.5,500000000.0,-85.6945233219111,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_3/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,4,90.0,-5.0,302.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.73373446923026,149.23373446923026,73.74018435968576,1,5.3129863507882495,-3.5,500000000.0,-85.72343451259044,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_4/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,5,90.0,-5.0,310.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.65670140187252,149.1567014018725,73.66315129232801,1,5.307436111946498,-3.5,500000000.0,-85.64640144523271,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_5/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,6,90.0,-5.0,318.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.78728061096749,149.28728061096749,73.79373050142298,1,5.316844354706434,-3.5,500000000.0,-85.77698065432767,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_6/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,7,90.0,-5.0,326.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.68227206605914,149.18227206605914,73.68872195651464,1,5.309278480405213,-3.5,500000000.0,-85.67197210941933,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_7/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,8,90.0,-5.0,334.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.67705993137484,149.17705993137483,73.68350982183033,1,5.308902945672331,-3.5,500000000.0,-85.66675997473502,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_8/IQsquared_L1_RX1_Meas1.txt
9,1,140_GHz_Outdoor_Fall_2020,1,1,Not Available,Not Available,Not Available,Not Available,24.43,1,1,1,9,90.0,-5.0,342.0,5.0,4.0,1.5,142,27.0,8.0,8.0,V,27.0,8.0,8.0,V,Outdoor,LOS,24.43,-98.72918604178864,149.22918604178864,73.73563593224414,1,5.312658636216816,-3.5,500000000.0,-85.71888608514882,0,2,0.0,0.0,0.0,0.0,09.23.2020,1,ID9__140_GHz_Outdoor_Fall_2020/ID9_1__142_GHz_BaseStation/RawData/Locations/09.23.2020/142_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_9/IQsquared_L1_RX1_Meas1.txt
